10ClassKind	10DepthInKind	icd10Code	icd10Chapter	icd10Title	ICD-11 FoundationURI	icd11Title	2024-Jan-21
Category	2	C40.0	II	Malignant neoplasm: Scapula and long bones of upper limb	http://id.who.int/icd/entity/1965082709	Malignant mesenchymal neoplasms	Subclass	-1
Category	2	C40.1	II	Malignant neoplasm: Short bones of upper limb	http://id.who.int/icd/entity/1965082709	Malignant mesenchymal neoplasms	Subclass	-1
Category	2	C40.2	II	Malignant neoplasm: Long bones of lower limb	http://id.who.int/icd/entity/1965082709	Malignant mesenchymal neoplasms	Subclass	-1
Category	2	C40.3	II	Malignant neoplasm: Short bones of lower limb	http://id.who.int/icd/entity/1965082709	Malignant mesenchymal neoplasms	Subclass	-1
Category	2	C40.8	II	Malignant neoplasm: Overlapping lesion of bone and articular cartilage of limbs	http://id.who.int/icd/entity/1965082709	Malignant mesenchymal neoplasms	Subclass	-1
Category	2	C40.9	II	Malignant neoplasm: Bone and articular cartilage of limb, unspecified	http://id.who.int/icd/entity/1965082709	Malignant mesenchymal neoplasms	Subclass	-1
Category	1	C41	II	Malignant neoplasm of bone and articular cartilage of other and unspecified sites	http://id.who.int/icd/entity/1965082709	Malignant mesenchymal neoplasms	Subclass	0
Category	2	C41.0	II	Malignant neoplasm: Bones of skull and face	http://id.who.int/icd/entity/1965082709	Malignant mesenchymal neoplasms	Subclass	-1
Category	2	C41.1	II	Malignant neoplasm: Mandible	http://id.who.int/icd/entity/1965082709	Malignant mesenchymal neoplasms	Subclass	-1
Category	2	C41.2	II	Malignant neoplasm: Vertebral column	http://id.who.int/icd/entity/1965082709	Malignant mesenchymal neoplasms	Subclass	-1
Category	2	C41.3	II	Malignant neoplasm: Ribs, sternum and clavicle	http://id.who.int/icd/entity/1965082709	Malignant mesenchymal neoplasms	Subclass	-1
Category	2	C41.4	II	Malignant neoplasm: Pelvic bones, sacrum and coccyx	http://id.who.int/icd/entity/1965082709	Malignant mesenchymal neoplasms	Subclass	-1
Category	2	C41.8	II	Malignant neoplasm: Overlapping lesion of bone and articular cartilage	http://id.who.int/icd/entity/1965082709	Malignant mesenchymal neoplasms	Subclass	0
Category	2	C41.9	II	Malignant neoplasm: Bone and articular cartilage, unspecified	http://id.who.int/icd/entity/1965082709	Malignant mesenchymal neoplasms	Equivalent	0
Block	3	C43-C44	II	Melanoma and other malignant neoplasms of skin	http://id.who.int/icd/entity/1706880799	Malignant neoplasms of skin	Equivalent	0
Category	1	C43	II	Malignant melanoma of skin	http://id.who.int/icd/entity/488336723	Melanoma of skin	Subclass	-1
Category	2	C43.0	II	Malignant neoplasm: Malignant melanoma of lip	http://id.who.int/icd/entity/488336723	Melanoma of skin	Subclass	0
Category	2	C43.1	II	Malignant neoplasm: Malignant melanoma of eyelid, including canthus	http://id.who.int/icd/entity/488336723	Melanoma of skin	Subclass	0
Category	2	C43.2	II	Malignant neoplasm: Malignant melanoma of ear and external auricular canal	http://id.who.int/icd/entity/488336723	Melanoma of skin	Subclass	0
Category	2	C43.3	II	Malignant neoplasm: Malignant melanoma of other and unspecified parts of face	http://id.who.int/icd/entity/488336723	Melanoma of skin	Subclass	0
Category	2	C43.4	II	Malignant neoplasm: Malignant melanoma of scalp and neck	http://id.who.int/icd/entity/488336723	Melanoma of skin	Subclass	0
Category	2	C43.5	II	Malignant neoplasm: Malignant melanoma of trunk	http://id.who.int/icd/entity/488336723	Melanoma of skin	Subclass	0
Category	2	C43.6	II	Malignant neoplasm: Malignant melanoma of upper limb, including shoulder	http://id.who.int/icd/entity/488336723	Melanoma of skin	Subclass	0
Category	2	C43.7	II	Malignant neoplasm: Malignant melanoma of lower limb, including hip	http://id.who.int/icd/entity/488336723	Melanoma of skin	Subclass	0
Category	2	C43.8	II	Malignant neoplasm: Overlapping malignant melanoma of skin	http://id.who.int/icd/entity/488336723	Melanoma of skin	Subclass	0
Category	2	C43.9	II	Malignant neoplasm: Malignant melanoma of skin, unspecified	http://id.who.int/icd/entity/488336723	Melanoma of skin	Equivalent	0
Category	1	C44	II	Other malignant neoplasms of skin	http://id.who.int/icd/entity/1706880799	Malignant neoplasms of skin	Subclass	-1
Category	2	C44.0	II	Malignant neoplasm: Skin of lip	http://id.who.int/icd/entity/1706880799	Malignant neoplasms of skin	Subclass	0
Category	2	C44.1	II	Malignant neoplasm: Skin of eyelid, including canthus	http://id.who.int/icd/entity/1706880799	Malignant neoplasms of skin	Subclass	0
Category	2	C44.2	II	Malignant neoplasm: Skin of ear and external auricular canal	http://id.who.int/icd/entity/1706880799	Malignant neoplasms of skin	Subclass	0
Category	2	C44.3	II	Malignant neoplasm: Skin of other and unspecified parts of face	http://id.who.int/icd/entity/1706880799	Malignant neoplasms of skin	Subclass	0
Category	2	C44.4	II	Malignant neoplasm: Skin of scalp and neck	http://id.who.int/icd/entity/1706880799	Malignant neoplasms of skin	Subclass	0
Category	2	C44.5	II	Malignant neoplasm: Skin of trunk	http://id.who.int/icd/entity/1706880799	Malignant neoplasms of skin	Subclass	0
Category	2	C44.6	II	Malignant neoplasm: Skin of upper limb, including shoulder	http://id.who.int/icd/entity/1706880799	Malignant neoplasms of skin	Subclass	0
Category	2	C44.7	II	Malignant neoplasm: Skin of lower limb, including hip	http://id.who.int/icd/entity/1706880799	Malignant neoplasms of skin	Subclass	0
Category	2	C44.8	II	Malignant neoplasm: Overlapping lesion of skin	http://id.who.int/icd/entity/1706880799	Malignant neoplasms of skin	Subclass	0
Category	2	C44.9	II	Malignant neoplasm: Malignant neoplasm of skin, unspecified	http://id.who.int/icd/entity/1706880799	Malignant neoplasms of skin	Subclass	0
Block	3	C45-C49	II	Malignant neoplasms of mesothelial and soft tissue	http://id.who.int/icd/entity/1643222460	Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues	Subclass	-1
Category	1	C45	II	Mesothelioma	http://id.who.int/icd/entity/1643222460	Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues	Subclass	-1
Category	2	C45.0	II	Mesothelioma of pleura	http://id.who.int/icd/entity/369414280	Mesothelioma of pleura	Equivalent	0
Category	2	C45.1	II	Mesothelioma of peritoneum	http://id.who.int/icd/entity/1934564626	Mesotheliomas of peritoneum	Equivalent	0
Category	2	C45.2	II	Mesothelioma of pericardium	http://id.who.int/icd/entity/1050817733	Mesothelioma of pericardium	Equivalent	0
Category	2	C45.7	II	Mesothelioma of other sites	http://id.who.int/icd/entity/1643222460	Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues	Subclass	0
Category	2	C45.9	II	Mesothelioma, unspecified	http://id.who.int/icd/entity/369414280	Mesothelioma of pleura	Subclass	0
Category	1	C46	II	Kaposi sarcoma	http://id.who.int/icd/entity/2131977134	Kaposi sarcoma, primary site	Subclass	-1
Category	2	C46.0	II	Kaposi sarcoma of skin	http://id.who.int/icd/entity/394490040	Kaposi sarcoma of skin	Equivalent	0
Category	2	C46.1	II	Kaposi sarcoma of soft tissue	http://id.who.int/icd/entity/1925758254	Kaposi sarcoma of soft tissue	Equivalent	0
Category	2	C46.2	II	Kaposi sarcoma of palate	http://id.who.int/icd/entity/107343315	Kaposi sarcoma of palate	Equivalent	0
Category	2	C46.3	II	Kaposi sarcoma of lymph nodes	http://id.who.int/icd/entity/1663967303	Kaposi sarcoma of lymph nodes	Equivalent	0
Category	2	C46.7	II	Kaposi sarcoma of other sites	http://id.who.int/icd/entity/1684923180	Kaposi sarcoma of other specified sites	Equivalent	0
Category	2	C46.8	II	Kaposi sarcoma of multiple organs	http://id.who.int/icd/entity/419755630	Kaposi sarcoma of multiple organs	Equivalent	0
Category	2	C46.9	II	Kaposi sarcoma, unspecified	http://id.who.int/icd/entity/2131977134	Kaposi sarcoma, primary site	Subclass	0
Category	1	C47	II	Malignant neoplasm of peripheral nerves and autonomic nervous system	http://id.who.int/icd/entity/442019384	Malignant neoplasms of peripheral nerves or autonomic nervous system	Subclass	-1
Category	2	C47.0	II	Malignant neoplasm: Peripheral nerves of head, face and neck	http://id.who.int/icd/entity/442019384	Malignant neoplasms of peripheral nerves or autonomic nervous system	Subclass	0
Category	2	C47.1	II	Malignant neoplasm: Peripheral nerves of upper limb, including shoulder	http://id.who.int/icd/entity/442019384	Malignant neoplasms of peripheral nerves or autonomic nervous system	Subclass	0
Category	2	C47.2	II	Malignant neoplasm: Peripheral nerves of lower limb, including hip	http://id.who.int/icd/entity/442019384	Malignant neoplasms of peripheral nerves or autonomic nervous system	Subclass	0
Category	2	C47.3	II	Malignant neoplasm: Peripheral nerves of thorax	http://id.who.int/icd/entity/442019384	Malignant neoplasms of peripheral nerves or autonomic nervous system	Subclass	0
Category	2	C47.4	II	Malignant neoplasm: Peripheral nerves of abdomen	http://id.who.int/icd/entity/442019384	Malignant neoplasms of peripheral nerves or autonomic nervous system	Subclass	0
Category	2	C47.5	II	Malignant neoplasm: Peripheral nerves of pelvis	http://id.who.int/icd/entity/442019384	Malignant neoplasms of peripheral nerves or autonomic nervous system	Subclass	0
Category	2	C47.6	II	Malignant neoplasm: Peripheral nerves of trunk, unspecified	http://id.who.int/icd/entity/442019384	Malignant neoplasms of peripheral nerves or autonomic nervous system	Subclass	0
Category	2	C47.8	II	Malignant neoplasm: Overlapping lesion of peripheral nerves and autonomic nervous system	http://id.who.int/icd/entity/442019384	Malignant neoplasms of peripheral nerves or autonomic nervous system	Subclass	0
Category	2	C47.9	II	Malignant neoplasm: Peripheral nerves and autonomic nervous system, unspecified	http://id.who.int/icd/entity/442019384	Malignant neoplasms of peripheral nerves or autonomic nervous system	Subclass	0
Category	1	C48	II	Malignant neoplasm of retroperitoneum and peritoneum	http://id.who.int/icd/entity/1950900731	Malignant neoplasms of retroperitoneum, peritoneum or omentum	Subclass	-1
Category	2	C48.0	II	Malignant neoplasm: Retroperitoneum	http://id.who.int/icd/entity/1731312506	Malignant neoplasms of retroperitoneum	Equivalent	0
Category	2	C48.1	II	Malignant neoplasm: Specified parts of peritoneum	http://id.who.int/icd/entity/315445782	Malignant neoplasms of peritoneum	Subclass	0
Category	2	C48.2	II	Malignant neoplasm: Peritoneum, unspecified	http://id.who.int/icd/entity/315445782	Malignant neoplasms of peritoneum	Equivalent	0
Category	2	C48.8	II	Malignant neoplasm: Overlapping lesion of retroperitoneum and peritoneum	http://id.who.int/icd/entity/131965197	Malignant neoplasm involving overlapping sites of retroperitoneum, peritoneum or omentum	Subclass	0
Category	1	C49	II	Malignant neoplasm of other connective and soft tissue	http://id.who.int/icd/entity/1544901926	Unspecified malignant soft tissue tumours or sarcomas of bone or articular cartilage of other or unspecified sites	Subclass	-1
Category	2	C49.0	II	Malignant neoplasm: Connective and soft tissue of head, face and neck	http://id.who.int/icd/entity/1544901926	Unspecified malignant soft tissue tumours or sarcomas of bone or articular cartilage of other or unspecified sites	Subclass	0
Category	2	C49.1	II	Malignant neoplasm: Connective and soft tissue of upper limb, including shoulder	http://id.who.int/icd/entity/1544901926	Unspecified malignant soft tissue tumours or sarcomas of bone or articular cartilage of other or unspecified sites	Subclass	0
Category	2	C49.2	II	Malignant neoplasm: Connective and soft tissue of lower limb, including hip	http://id.who.int/icd/entity/1544901926	Unspecified malignant soft tissue tumours or sarcomas of bone or articular cartilage of other or unspecified sites	Subclass	0
Category	2	C49.3	II	Malignant neoplasm: Connective and soft tissue of thorax	http://id.who.int/icd/entity/1544901926	Unspecified malignant soft tissue tumours or sarcomas of bone or articular cartilage of other or unspecified sites	Subclass	0
Category	2	C49.4	II	Malignant neoplasm: Connective and soft tissue of abdomen	http://id.who.int/icd/entity/1544901926	Unspecified malignant soft tissue tumours or sarcomas of bone or articular cartilage of other or unspecified sites	Subclass	0
Category	2	C49.5	II	Malignant neoplasm: Connective and soft tissue of pelvis	http://id.who.int/icd/entity/1544901926	Unspecified malignant soft tissue tumours or sarcomas of bone or articular cartilage of other or unspecified sites	Subclass	0
Category	2	C49.6	II	Malignant neoplasm: Connective and soft tissue of trunk, unspecified	http://id.who.int/icd/entity/1544901926	Unspecified malignant soft tissue tumours or sarcomas of bone or articular cartilage of other or unspecified sites	Subclass	0
Category	2	C49.8	II	Malignant neoplasm: Overlapping lesion of connective and soft tissue	http://id.who.int/icd/entity/1544901926	Unspecified malignant soft tissue tumours or sarcomas of bone or articular cartilage of other or unspecified sites	Subclass	0
Category	2	C49.9	II	Malignant neoplasm: Connective and soft tissue, unspecified	http://id.who.int/icd/entity/1544901926	Unspecified malignant soft tissue tumours or sarcomas of bone or articular cartilage of other or unspecified sites	Subclass	0
Block	3	C50-C50	II	Malignant neoplasm of breast	http://id.who.int/icd/entity/1047754165	Malignant neoplasms of breast	Subclass	-1
Category	1	C50	II	Malignant neoplasm of breast	http://id.who.int/icd/entity/1047754165	Malignant neoplasms of breast	Subclass	-1
Category	2	C50.0	II	Malignant neoplasm: Nipple and areola	http://id.who.int/icd/entity/1047754165	Malignant neoplasms of breast	Subclass	0
Category	2	C50.1	II	Malignant neoplasm: Central portion of breast	http://id.who.int/icd/entity/1047754165	Malignant neoplasms of breast	Subclass	0
Category	2	C50.2	II	Malignant neoplasm: Upper-inner quadrant of breast	http://id.who.int/icd/entity/1047754165	Malignant neoplasms of breast	Subclass	0
Category	2	C50.3	II	Malignant neoplasm: Lower-inner quadrant of breast	http://id.who.int/icd/entity/1047754165	Malignant neoplasms of breast	Subclass	0
Category	2	C50.4	II	Malignant neoplasm: Upper-outer quadrant of breast	http://id.who.int/icd/entity/1047754165	Malignant neoplasms of breast	Subclass	0
Category	2	C50.5	II	Malignant neoplasm: Lower-outer quadrant of breast	http://id.who.int/icd/entity/1047754165	Malignant neoplasms of breast	Subclass	0
Category	2	C50.6	II	Malignant neoplasm: Axillary tail of breast	http://id.who.int/icd/entity/1047754165	Malignant neoplasms of breast	Subclass	0
Category	2	C50.8	II	Malignant neoplasm: Overlapping lesion of breast	http://id.who.int/icd/entity/1047754165	Malignant neoplasms of breast	Subclass	0
Category	2	C50.9	II	Malignant neoplasm: Breast, unspecified	http://id.who.int/icd/entity/1047754165	Malignant neoplasms of breast	Subclass	0
Block	3	C51-C58	II	Malignant neoplasms of female genital organs	http://id.who.int/icd/entity/751805133	Malignant neoplasms of female genital organs	Subclass	-1
Category	1	C51	II	Malignant neoplasm of vulva	http://id.who.int/icd/entity/1530443809	Malignant neoplasms of vulva	Subclass	-1
Category	2	C51.0	II	Malignant neoplasm: Labium majus	http://id.who.int/icd/entity/1530443809	Malignant neoplasms of vulva	Subclass	0
Category	2	C51.1	II	Malignant neoplasm: Labium minus	http://id.who.int/icd/entity/1530443809	Malignant neoplasms of vulva	Subclass	0
Category	2	C51.2	II	Malignant neoplasm: Clitoris	http://id.who.int/icd/entity/1530443809	Malignant neoplasms of vulva	Subclass	0
Category	2	C51.8	II	Malignant neoplasm: Overlapping lesion of vulva	http://id.who.int/icd/entity/1530443809	Malignant neoplasms of vulva	Subclass	0
Category	2	C51.9	II	Malignant neoplasm: Vulva, unspecified	http://id.who.int/icd/entity/1530443809	Malignant neoplasms of vulva	Subclass	0
Category	1	C52	II	Malignant neoplasm of vagina	http://id.who.int/icd/entity/798353632	Malignant neoplasms of vagina	Equivalent	0
Category	1	C53	II	Malignant neoplasm of cervix uteri	http://id.who.int/icd/entity/1256072522	Malignant neoplasms of cervix uteri	Subclass	-1
Category	2	C53.0	II	Malignant neoplasm: Endocervix	http://id.who.int/icd/entity/1256072522	Malignant neoplasms of cervix uteri	Subclass	0
